code,description,type,parent,is_billable,icd9_equiv
O69.22,"Travaglio e parto complicati da altro attorcigliamento del cordone ombelicale, con compressione, parto, con o senza menzione della condizione anteparto",cat 5,O69.2,1,663.21
O69.29,"Travaglio e parto complicati da altro attorcigliamento del cordone ombelicale, con compressione, episodio di cura non specificato",cat 5,O69.2,1,663.20
O69.3,Travaglio e parto complicati da cordone ombelicale corto,cat 4,O69,0,ND
O69.30,"Travaglio e parto complicati da cordone ombelicale corto, condizione o complicazione anteparto",cat 5,O69.3,1,663.43
O69.32,"Travaglio e parto complicati da cordone ombelicale corto, parto, con o senza menzione della condizione anteparto",cat 5,O69.3,1,663.41
O69.39,"Travaglio e parto complicati da cordone ombelicale corto, episodio di cura non specificato",cat 5,O69.3,1,663.40
O69.4,Travaglio e parto complicati da vasa praevia,cat 4,O69,0,ND
O69.40,"Travaglio e parto complicati da vasa praevia, condizione o complicazione anteparto",cat 5,O69.4,1,663.53
O69.42,"Travaglio e parto complicati da vasa praevia, parto, con o senza menzione della condizione anteparto",cat 5,O69.4,1,663.51
O69.49,"Travaglio e parto complicati da vasa praevia, episodio di cura non specificato",cat 5,O69.4,1,663.50
O69.5,Travaglio e parto complicati da lesioni vascolari del cordone ombelicale,cat 4,O69,0,ND
O69.50,"Travaglio e parto complicati da lesioni vascolari del cordone ombelicale, condizione o complicazione anteparto",cat 5,O69.5,1,663.63
O69.52,"Travaglio e parto complicati da lesioni vascolari del cordone ombelicale, parto, con o senza menzione della condizione anteparto",cat 5,O69.5,1,663.61
O69.59,"Travaglio e parto complicati da lesioni vascolari del cordone ombelicale, episodio di cura non specificato",cat 5,O69.5,1,663.60
O69.8,Travaglio e parto complicati da altri problemi relativi al cordone ombelicale,cat 4,O69,0,ND
O69.80,"Travaglio e parto complicati da altri problemi relativi al cordone ombelicale, condizione o complicazione anteparto",cat 5,O69.8,1,663.83
O69.82,"Travaglio e parto complicati da altri problemi relativi al cordone ombelicale, parto, con o senza menzione della condizione anteparto",cat 5,O69.8,1,663.81
O69.89,"Travaglio e parto complicati da altri problemi relativi al cordone ombelicale, episodio di cura non specificato",cat 5,O69.8,1,663.80
O69.9,Travaglio e parto complicati da problemi non specificati relativi al cordone ombelicale,cat 4,O69,0,ND
O69.90,"Travaglio e parto complicati da problemi non specificati relativi al cordone ombelicale, condizione o complicazione anteparto",cat 5,O69.9,1,663.93
O69.92,"Travaglio e parto complicati da problemi non specificati relativi al cordone ombelicale, parto, con o senza menzione della condizione anteparto",cat 5,O69.9,1,663.91
O69.99,"Travaglio e parto complicati da problemi non specificati relativi al cordone ombelicale, episodio di cura non specificato",cat 5,O69.9,1,663.90
O70,Lacerazione perineale durante il parto,cat 3,O60-O75,0,ND
O70.0,Lacerazione perineale di primo grado durante il parto,cat 4,O70,0,ND
O70.01,"Lacerazione perineale di primo grado durante il parto, condizione o complicazione postparto",cat 5,O70.0,1,664.04
O70.02,"Lacerazione perineale di primo grado durante il parto, parto, con o senza menzione della condizione anteparto",cat 5,O70.0,1,664.01
O70.09,"Lacerazione perineale di primo grado durante il parto, episodio di cura non specificato",cat 5,O70.0,1,664.00
O70.1,Lacerazione perineale di secondo grado durante il parto,cat 4,O70,0,ND
O70.11,"Lacerazione perineale di secondo grado durante il parto, condizione o complicazione postparto",cat 5,O70.1,1,664.14
O70.12,"Lacerazione perineale di secondo grado durante il parto, parto, con o senza menzione della condizione anteparto",cat 5,O70.1,1,664.11
O70.19,"Lacerazione perineale di secondo grado durante il parto, episodio di cura non specificato",cat 5,O70.1,1,664.10
O70.2,Lacerazione perineale di terzo grado durante il parto,cat 4,O70,0,ND
O70.21,"Lacerazione perineale di terzo grado durante il parto, condizione o complicazione postparto",cat 5,O70.2,1,664.24
O70.22,"Lacerazione perineale di terzo grado durante il parto, parto, con o senza menzione della condizione anteparto",cat 5,O70.2,1,664.21
O70.29,"Lacerazione perineale di terzo grado durante il parto, episodio di cura non specificato",cat 5,O70.2,1,664.20
O70.3,Lacerazione perineale di quarto grado durante il parto,cat 4,O70,0,ND
O70.31,"Lacerazione perineale di quarto grado durante il parto, condizione o complicazione postparto",cat 5,O70.3,1,664.34
O70.32,"Lacerazione perineale di quarto grado durante il parto, parto, con o senza menzione della condizione anteparto",cat 5,O70.3,1,664.31
O70.39,"Lacerazione perineale di quarto grado durante il parto, episodio di cura non specificato",cat 5,O70.3,1,664.30
O70.9,Lacerazione perineale non specificata durante il parto,cat 4,O70,0,ND
O70.91,"Lacerazione perineale non specificata durante il parto, condizione o complicazione postparto",cat 5,O70.9,1,664.44
O70.92,"Lacerazione perineale non specificata durante il parto, parto, con o senza menzione della condizione anteparto",cat 5,O70.9,1,664.41
O70.99,"Lacerazione perineale non specificata durante il parto, episodio di cura non specificato",cat 5,O70.9,1,664.40
O71,Altro trauma ostetrico,cat 3,O60-O75,0,ND
O71.0,Rottura dell’utero prima dell’inizio del travaglio di parto,cat 4,O71,0,ND
O71.00,"Rottura dell’utero prima dell’inizio del travaglio di parto, condizione o complicazione anteparto",cat 5,O71.0,1,665.03
O71.02,"Rottura dell’utero prima dell’inizio del travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O71.0,1,665.01
O71.09,"Rottura dell’utero prima dell’inizio del travaglio di parto, episodio di cura non specificato",cat 5,O71.0,1,665.00
O71.1,Rottura dell’utero durante il travaglio di parto,cat 4,O71,0,ND
O71.12,"Rottura dell’utero durante il travaglio di parto, parto, con o senza menzione della condizione anteparto",cat 5,O71.1,1,665.11
O71.19,"Rottura dell’utero durante il travaglio di parto, episodio di cura non specificato",cat 5,O71.1,1,665.10
O71.2,Inversione postparto dell’utero,cat 4,O71,0,ND
O71.21,"Inversione postparto dell’utero, condizione o complicazione postparto",cat 5,O71.2,1,665.24
O71.29,"Inversione postparto dell’utero, episodio di cura non specificato",cat 5,O71.2,1,665.20
O71.23,"Inversione postparto dell’utero, parto, con menzione delle complicazioni postparto",cat 5,O71.2,1,665.22
O71.3,Lacerazione ostetrica della cervice uterina,cat 4,O71,0,ND
O71.31,"Lacerazione ostetrica della cervice uterina, condizione o complicazione postparto",cat 5,O71.3,1,665.34
O71.32,"Lacerazione ostetrica della cervice uterina, parto, con o senza menzione della condizione anteparto",cat 5,O71.3,1,665.31
O71.39,"Lacerazione ostetrica della cervice uterina, episodio di cura non specificato",cat 5,O71.3,1,665.30
O71.4,Lacerazione vaginale alta di origine ostetrica,cat 4,O71,0,ND
O71.41,"Lacerazione vaginale alta di origine ostetrica, condizione o complicazione postparto",cat 5,O71.4,1,665.44
O71.42,"Lacerazione vaginale alta di origine ostetrica, parto, con o senza menzione della condizione anteparto",cat 5,O71.4,1,665.41
O71.49,"Lacerazione vaginale alta di origine ostetrica, episodio di cura non specificato",cat 5,O71.4,1,665.40
O71.5,Altro traumatismo ostetrico di organi pelvici,cat 4,O71,0,ND
O71.51,"Altro traumatismo ostetrico di organi pelvici, condizione o complicazione postparto",cat 5,O71.5,1,665.54
O71.52,"Altro traumatismo ostetrico di organi pelvici, parto, con o senza menzione della condizione anteparto",cat 5,O71.5,1,665.51
O71.59,"Altro traumatismo ostetrico di organi pelvici, episodio di cura non specificato",cat 5,O71.5,1,665.50
O71.6,Lesioni ostetriche delle articolazioni e dei legamenti pelvici,cat 4,O71,0,ND
O71.61,"Lesioni ostetriche delle articolazioni e dei legamenti pelvici, condizione o complicazione postparto",cat 5,O71.6,1,665.64
O71.62,"Lesioni ostetriche delle articolazioni e dei legamenti pelvici, parto, con o senza menzione della condizione anteparto",cat 5,O71.6,1,665.61
O71.69,"Lesioni ostetriche delle articolazioni e dei legamenti pelvici, episodio di cura non specificato",cat 5,O71.6,1,665.60
O71.7,Ematoma ostetrico della pelvi,cat 4,O71,0,ND
O71.71,"Ematoma ostetrico della pelvi, condizione o complicazione postparto",cat 5,O71.7,1,664.54
O71.72,"Ematoma ostetrico della pelvi, parto, con o senza menzione della condizione anteparto",cat 5,O71.7,1,664.51
O71.79,"Ematoma ostetrico della pelvi, episodio di cura non specificato",cat 5,O71.7,1,665.70
O71.73,"Ematoma ostetrico della pelvi, parto, con menzione delle complicazioni postparto",cat 5,O71.7,1,665.72
O71.8,Altro trauma ostetrico specificato,cat 4,O71,0,ND
O71.80,"Altro trauma ostetrico specificato, condizione o complicazione anteparto",cat 5,O71.8,1,665.83
O71.81,"Altro trauma ostetrico specificato, condizione o complicazione postparto",cat 5,O71.8,1,664.84
O71.82,"Altro trauma ostetrico specificato, parto, con o senza menzione della condizione anteparto",cat 5,O71.8,1,664.81
O71.89,"Altro trauma ostetrico specificato, episodio di cura non specificato",cat 5,O71.8,1,664.80
O71.83,"Altro trauma ostetrico specificato, parto, con menzione delle complicazioni postparto",cat 5,O71.8,1,665.82
O71.9,"Trauma ostetrico, non specificato",cat 4,O71,0,ND
O71.90,"Trauma ostetrico, non specificato, condizione o complicazione anteparto",cat 5,O71.9,1,665.93
O71.91,"Trauma ostetrico, non specificato, condizione o complicazione postparto",cat 5,O71.9,1,664.94
O71.92,"Trauma ostetrico, non specificato, parto, con o senza menzione della condizione anteparto",cat 5,O71.9,1,664.91
O71.99,"Trauma ostetrico, non specificato, episodio di cura non specificato",cat 5,O71.9,1,664.90
O71.93,"Trauma ostetrico, non specificato, parto, con menzione delle complicazioni postparto",cat 5,O71.9,1,665.92
O72,Emorragia postparto,cat 3,O60-O75,0,ND
O72.0,Emorragia del terzo periodo,cat 4,O72,0,ND
O72.01,"Emorragia del terzo periodo, condizione o complicazione postparto",cat 5,O72.0,1,666.04
O72.09,"Emorragia del terzo periodo, episodio di cura non specificato",cat 5,O72.0,1,666.00
O72.03,"Emorragia del terzo periodo, parto, con menzione delle complicazioni postparto",cat 5,O72.0,1,666.02
O72.1,Altra emorragia postparto immediata,cat 4,O72,0,ND
O72.11,"Altra emorragia postparto immediata, condizione o complicazione postparto",cat 5,O72.1,1,666.14
O72.19,"Altra emorragia postparto immediata, episodio di cura non specificato",cat 5,O72.1,1,666.10
O72.13,"Altra emorragia postparto immediata, parto, con menzione delle complicazioni postparto",cat 5,O72.1,1,666.12
O72.2,"Emorragia postparto, tardiva e secondaria",cat 4,O72,0,ND
O72.21,"Emorragia postparto, tardiva e secondaria, condizione o complicazione postparto",cat 5,O72.2,1,666.24
O72.29,"Emorragia postparto, tardiva e secondaria, episodio di cura non specificato",cat 5,O72.2,1,666.20
O72.23,"Emorragia postparto, tardiva e secondaria, parto, con menzione delle complicazioni postparto",cat 5,O72.2,1,666.22
O72.3,Difetti di coagulazione postparto,cat 4,O72,0,ND
O72.31,"Difetti di coagulazione postparto, condizione o complicazione postparto",cat 5,O72.3,1,666.34
O72.39,"Difetti di coagulazione postparto, episodio di cura non specificato",cat 5,O72.3,1,666.30
O72.33,"Difetti di coagulazione postparto, parto, con menzione delle complicazioni postparto",cat 5,O72.3,1,666.32
O73,"Ritenzione della placenta e delle membrane, senza emorragia",cat 3,O60-O75,0,ND
O73.0,Ritenzione della placenta senza emorragia,cat 4,O73,0,ND
O73.01,"Ritenzione della placenta senza emorragia, condizione o complicazione postparto",cat 5,O73.0,1,667.04
O73.09,"Ritenzione della placenta senza emorragia, episodio di cura non specificato",cat 5,O73.0,1,667.00
O73.03,"Ritenzione della placenta senza emorragia, parto, con menzione delle complicazioni postparto",cat 5,O73.0,1,667.02
O73.1,"Ritenzione di residui di placenta e di membrane, senza emorragia",cat 4,O73,0,ND
O73.11,"Ritenzione di residui di placenta e di membrane, senza emorragia, condizione o complicazione postparto",cat 5,O73.1,1,667.14
O73.19,"Ritenzione di residui di placenta e di membrane, senza emorragia, episodio di cura non specificato",cat 5,O73.1,1,667.10
O73.13,"Ritenzione di residui di placenta e di membrane, senza emorragia, parto, con menzione delle complicazioni postparto",cat 5,O73.1,1,667.12
O74,Complicanze di anestesia durante il travaglio e il parto,cat 3,O60-O75,0,ND
O74.0,Polmonite da aspirazione dovuta ad anestesia durante il travaglio e il parto,cat 4,O74,0,ND
O74.01,"Polmonite da aspirazione dovuta ad anestesia durante il travaglio e il parto, condizione o complicazione postparto",cat 5,O74.0,1,668.04
O74.09,"Polmonite da aspirazione dovuta ad anestesia durante il travaglio e il parto, episodio di cura non specificato",cat 5,O74.0,1,668.00
O74.03,"Polmonite da aspirazione dovuta ad anestesia durante il travaglio e il parto, parto, con menzione delle complicazioni postparto",cat 5,O74.0,1,668.02
O74.1,Altre complicanze polmonari di anestesia durante il parto e il travaglio,cat 4,O74,0,ND
O74.10,"Altre complicanze polmonari di anestesia durante il parto e il travaglio, condizione o complicazione anteparto",cat 5,O74.1,1,668.03
O74.12,"Altre complicanze polmonari di anestesia durante il parto e il travaglio, parto, con o senza menzione della condizione anteparto",cat 5,O74.1,1,668.01
O74.19,"Altre complicanze polmonari di anestesia durante il parto e il travaglio, episodio di cura non specificato",cat 5,O74.1,1,668.00
O74.13,"Altre complicanze polmonari di anestesia durante il parto e il travaglio, parto, con menzione delle complicazioni postparto",cat 5,O74.1,1,668.02
O74.2,Complicanze cardiache di anestesia durante il travaglio e il parto,cat 4,O74,0,ND
O74.20,"Complicanze cardiache di anestesia durante il travaglio e il parto, condizione o complicazione anteparto",cat 5,O74.2,1,668.13
O74.22,"Complicanze cardiache di anestesia durante il travaglio e il parto, parto, con o senza menzione della condizione anteparto",cat 5,O74.2,1,668.11
O74.29,"Complicanze cardiache di anestesia durante il travaglio e il parto, episodio di cura non specificato",cat 5,O74.2,1,668.10
O74.23,"Complicanze cardiache di anestesia durante il travaglio e il parto, parto, con menzione delle complicazioni postparto",cat 5,O74.2,1,668.12
O74.3,Complicanze a carico del sistema nervoso centrale di anestesia durante il travaglio e il parto,cat 4,O74,0,ND
O74.30,"Complicanze a carico del sistema nervoso centrale di anestesia durante il travaglio e il parto, condizione o complicazione anteparto",cat 5,O74.3,1,668.23
O74.32,"Complicanze a carico del sistema nervoso centrale di anestesia durante il travaglio e il parto, parto, con o senza menzione della condizione anteparto",cat 5,O74.3,1,668.21
O74.39,"Complicanze a carico del sistema nervoso centrale di anestesia durante il travaglio e il parto, episodio di cura non specificato",cat 5,O74.3,1,668.20
