code,description
14,"Interventi sulla retina, sulla coroide, sul corpo vitreo e sulla camera posteriore"
14.0,Rimozione di corpo estraneo dal segmento posteriore dell’occhio
14.00,"Rimozione di corpo estraneo dal segmento posteriore dell’occhio, SAI"
14.01,Rimozione di corpo estraneo dal segmento posteriore dell’occhio con utilizzo di magnete
14.02,Rimozione di corpo estraneo dal segmento posteriore dell’occhio senza utilizzo di magnete
14.1,"Procedure diagnostiche sulla retina, sulla coroide, sul corpo vitreo e sulla camera posteriore"
14.11,Aspirazione diagnostica del corpo vitreo
14.19,"Altre procedure diagnostiche sulla retina, sulla coroide, sul corpo vitreo e sulla camera posteriore"
14.2,Trattamento di lesione retinica e coroideale
14.21,Trattamento diatermico di lesione corioretinica
14.22,Criotrattamento di lesione corioretinica
14.23,Fotocoagulazione di lesione corioretinica con xenon
14.24,Fotocoagulazione di lesione corioretinica con laser
14.25,Fotocoagulazione di lesione corioretinica
14.26,Trattamento di lesione corioretinica con terapia radiante
14.27,Trattamento di lesione corioretinica mediante impianto di sorgente radioattiva
14.29,Altro trattamento di lesione corioretinica
14.3,Riparazione di lacerazione della retina
14.31,Riparazione di lacerazione della retina mediante diatermia
14.32,Riparazione di lacerazione della retina mediante crioterapia
14.33,Riparazione di lacerazione della retina mediante fotocoagulazione con xenon
14.34,Riparazione di lacerazione della retina mediante fotocoagulazione con argon (laser)
14.35,Riparazione di lacerazione della retina mediante fotocoagulazione di tipo non specificato
14.39,Altra riparazione di lacerazione della retina
14.4,Riparazione di distacco retinico mediante indentazione sclerale con impianto
14.41,Piombaggio sclerale con impianto
14.49,Altre indentazioni sclerali
14.5,Altra riparazione di distacco retinico
14.51,Riparazione di distacco retinico mediante diatermia
14.52,Riparazione di distacco retinico con crioterapia
14.53,Riparazione di distacco retinico mediante fotocoagulazione xenon
14.54,Riparazione di distacco retinico mediante fotocoagulazione laser
14.55,Riparazione di distacco retinico mediante fotocoagulazione di tipo non specificato
14.59,Altra riparazione di distacco retinico
14.6,Rimozione dal segmento posteriore dell’occhio di materiale impiantato chirurgicamente
14.7,Interventi sul corpo vitreo
14.71,Vitrectomia per via anteriore (limbare)
14.72,Altra rimozione del corpo vitreo
14.73,Vitrectomia meccanica per via anteriore
14.74,Altra vitrectomia meccanica
14.75,"Iniezione di sostituti vitreali (sostanze con effetto tamponante ab interno: aria, gas, olio di silicone, perfluorocarbonati, ecc.)"
14.79,Altri interventi sul corpo vitreo
14.9,"Altri interventi sulla retina, sulla coroide e sulla camera posteriore"
15,Interventi sui muscoli extraoculari
15.0,Procedure diagnostiche su muscoli e tendini extraoculari
15.01,Biopsia di muscoli o tendini extraoculari
15.09,Altre procedure diagnostiche su muscoli e tendini extraoculari
15.1,Interventi su un muscolo extraoculare che richiedono distacco temporaneo dal bulbo
15.11,Arretramento di un muscolo extraoculare
15.12,Avanzamento di un muscolo extraoculare
15.13,Resezione di un muscolo extraoculare
15.19,Altri interventi su un muscolo extraoculare che richiedono distacco temporaneo dal bulbo
15.2,Altri interventi su un muscolo extraoculare
15.21,Interventi di allungamento di un muscolo extraoculare
15.22,Interventi di accorciamento di un muscolo extraoculare
15.29,Altri interventi su un muscolo extraoculare
15.3,"Interventi su due o più muscoli extraoculari che richiedono distacco temporaneo dal bulbo, uno o entrambi gli occhi"
15.4,"Altri interventi su due o più muscoli extraoculari, uno o entrambi gli occhi"
15.5,Trasposizione di muscoli extraoculari
15.6,Revisione di chirurgia su muscolo extraoculare
15.7,Riparazione di lesioni del muscolo extraoculare
15.9,Altri interventi su muscoli e tendini extraoculari
16,Interventi sull’orbita e sul globo oculare
16.0,Orbitotomia
16.01,Orbitotomia con lembo osseo
16.02,Orbitotomia con inserzione di impianto orbitale
16.09,Altra orbitotomia
16.1,"Rimozione di corpo estraneo penetrante, SAI"
16.2,Procedure diagnostiche sull’orbita e sul bulbo oculare
16.21,Oftalmoscopia
16.22,Aspirazione diagnostica dell’orbita
16.23,Biopsia del bulbo oculare e dell’orbita
16.29,Altre procedure diagnostiche sull’orbita e sul bulbo oculare
16.3,Eviscerazione del bulbo oculare
16.31,Rimozione di contenuti del bulbo oculare con impianto contemporaneo endosclerale
16.39,Altra eviscerazione del bulbo oculare
16.4,Enucleazione del bulbo oculare
16.41,"Enucleazione del bulbo oculare con impianto contemporaneo nella capsula di Tenone di protesi, con inserzione di muscoli"
16.42,Enucleazione del bulbo oculare con altro impianto contemporaneo
16.49,Altra enucleazione del bulbo oculare
16.5,Eviscerazione dei contenuti dell’orbita
16.51,Eviscerazione dell’orbita con rimozione di strutture adiacenti
16.52,Eviscerazione dell’orbita con rimozione terapeutica dell’osso orbitale
16.59,Altra eviscerazione dei contenuti dell’orbita
16.6,Interventi secondari dopo rimozione del bulbo oculare
16.61,Inserzione secondaria di impianto oculare
16.62,Revisione e reinserzione di impianto oculare
16.63,Revisione di enucleazione di orbita con innesto
16.64,Altra revisione di enucleazione di orbita
16.65,Innesto secondario ad eviscerazione della cavità oculare
16.66,Altra revisione di eviscerazione della cavità oculare
16.69,Altri interventi secondari dopo rimozione di bulbo oculare
16.7,Rimozione di impianto oculare o orbitale
16.71,Rimozione di protesi oculare
16.72,Rimozione di protesi orbitale
16.8,Riparazione di lesione del bulbo oculare e dell’orbita
16.81,Riparazione di ferita dell’orbita
16.82,Riparazione di rottura del bulbo oculare
16.89,Altra riparazione di lesione del bulbo oculare o dell’orbita
16.9,Altri interventi sull’orbita e sul bulbo oculare
16.91,Iniezione retrobulbare di sostanze terapeutiche
16.92,Asportazione di lesione dell’orbita
16.93,"Asportazione di lesione oculare, struttura non specificata"
16.98,Altri interventi sull’orbita
16.99,Altri interventi sul bulbo oculare
18,Interventi sull’orecchio esterno
18.0,Incisione dell’orecchio esterno
18.01,Perforazione del lobo dell’orecchio
18.02,Incisione del canale uditivo esterno
18.09,Altra incisione dell’orecchio esterno
18.1,Procedure diagnostiche sull’orecchio esterno
18.11,Otoscopia
18.12,Biopsia dell’orecchio esterno
18.19,Altre procedure diagnostiche sull’orecchio esterno (Microtimpanoscopia)
18.2,Asportazione o demolizione di lesione dell’orecchio esterno
18.21,Asportazione del seno preauricolare
18.29,Asportazione o demolizione di altra lesione dell’orecchio esterno
18.3,Altra asportazione dell’orecchio esterno
18.31,Asportazione radicale di lesione dell’orecchio esterno
18.39,Altra asportazione dell’orecchio esterno
18.4,Sutura di lacerazione dell’orecchio esterno
18.5,Correzione chirurgica di orecchio sporgente
18.6,Ricostruzione del canale uditivo esterno
18.7,Altra riparazione plastica dell’orecchio esterno
18.71,Ricostruzione di padiglione auricolare
18.72,Reimpianto di orecchio amputato
18.79,Altra riparazione plastica dell’orecchio esterno
18.9,Altri interventi sull’orecchio esterno
19,Interventi di ricostruzione dell’orecchio medio
19.0,Mobilizzazione della staffa
19.1,Stapedectomia
19.11,Stapedectomia con sostituzione dell’incudine
19.19,Altra stapedectomia
19.2,Revisione di stapedectomia
19.21,Revisione di stapedectomia con sostituzione dell’incudine
19.29,Altra revisione di stapedectomia
19.3,Altri interventi sulla catena degli ossicini
19.4,Miringoplastica
19.5,Altra timpanoplastica
19.52,Timpanoplastica di tipo II
19.53,Timpanoplastica di tipo III
19.54,Timpanoplastica di tipo IV
19.55,Timpanoplastica di tipo V
19.6,Revisione di timpanoplastica
19.9,Altra riparazione dell’orecchio medio
20,Altri interventi sull’orecchio medio e sull’orecchio interno
20.0,Miringotomia
20.01,Miringotomia con inserzione di tubo
20.09,Altra miringotomia
20.1,Rimozione di tubo timpanostomico
20.2,Incisione della mastoide e dell’orecchio medio
20.21,Incisione della mastoide
20.22,Incisione di cellule pneumatiche della rocca petrosa dell’osso temporale
20.23,Incisione dell’orecchio medio
20.3,Procedure diagnostiche sull’orecchio medio e sull’orecchio interno
20.31,Elettrococleografia
20.32,Biopsia dell’orecchio interno e dell’orecchio medio
20.39,Altre procedure diagnostiche sull’orecchio medio e sull’orecchio interno
20.4,Mastoidectomia
20.41,Mastoidectomia semplice
20.42,Mastoidectomia radicale
20.49,Altra mastoidectomia
20.5,Altra asportazione dell’orecchio medio
20.51,Asportazione di lesione dell’orecchio medio
20.59,Altra asportazione dell’orecchio medio
20.6,Fenestrazione dell’orecchio interno
20.61,Fenestrazione dell’orecchio interno (iniziale)
20.62,Revisione di fenestrazione dell’orecchio interno
20.7,"Incisione, asportazione e demolizione dell’orecchio interno"
20.71,Anastomosi endolinfatico (Decompressione del sacco endolinfatico)
20.72,Iniezione nell’orecchio interno
20.79,"Altra incisione, asportazione e demolizione dell’orecchio interno"
20.8,Interventi sulla tuba di Eustachio
20.9,Altri interventi sull’orecchio medio e interno
20.91,Timpanosimpatectomia
20.92,Revisione di mastoidectomia
20.93,Riparazione delle finestre ovale e rotonda
20.94,Iniezione del timpano
20.95,Impianto di apparecchio acustico elettromagnetico
20.96,"Impianto o sostituzione di apparecchio protesico cocleare, SAI"
20.97,"Impianto o sostituzione di apparecchio protesico cocleare, singolo canale"
20.98,"Impianto o sostituzione di apparecchio protesico cocleare, canale multiplo"
20.99,Altri interventi sull’orecchio medio e interno
21,Interventi sul naso
21.0,Controllo di epistassi
21.00,"Controllo di epistassi, SAI"
21.01,Controllo di epistassi mediante tamponamento nasale anteriore
21.02,Controllo di epistassi mediante tamponamento nasale posteriore (e anteriore)
21.03,Controllo di epistassi mediante cauterizzazione (e tamponamento)
21.04,Controllo di epistassi mediante legatura delle arterie etmoidali
21.05,Controllo di epistassi mediante legatura (transantrale) della arteria mascellare
21.06,Controllo di epistassi mediante legatura dell’arteria carotide esterna
21.07,Controllo di epistassi mediante asportazione della mucosa nasale e innesto di cute del setto e della parete laterale del naso
21.09,Controllo di epistassi con altre procedure
21.1,Incisione del naso
21.2,Procedure diagnostiche sul naso
21.21,Rinoscopia
21.22,Biopsia del naso
21.29,Altre procedure diagnostiche sul naso
21.3,Asportazione o demolizione locale di lesione del naso
21.30,"Asportazione o demolizione di lesione del naso, SAI"
21.31,Asportazione o demolizione locale di lesione intranasale
21.32,Asportazione o demolizione locale di altra lesione del naso
21.4,Resezione del naso
21.5,Resezione sottomucosa del setto nasale
21.6,Turbinectomia
21.61,Turbinectomia mediante diatermia o criochirurgia
21.62,Frattura dei turbinati (Decongestione chirurgica dei turbinati)
21.69,Altra turbinectomia
21.7,Riduzione di frattura nasale
21.71,Riduzione chiusa di frattura nasale non a cielo aperto
21.72,Riduzione aperta di frattura nasale a cielo aperto
21.8,Interventi di riparazione e di plastica del naso
21.81,Sutura di lacerazione del naso
21.82,Chiusura di fistola nasale
21.83,Ricostruzione totale del naso
21.84,Revisione di rinoplastica
21.85,Rinoplastica di ingrandimento
21.86,Rinoplastica parziale
21.87,Altra rinoplastica
21.88,Altra plastica del setto
21.89,Altri interventi di riparazione e di plastica del naso
21.9,Altri interventi sul naso
21.91,Lisi di aderenze del naso
21.99,Altri interventi sul naso
22,Interventi sui seni nasali
22.0,Aspirazione e lavaggio dei seni nasali
22.00,"Aspirazione e lavaggio dei seni nasali, SAI"
22.01,Puntura dei seni nasali per aspirazione o lavaggio
22.02,Aspirazione o lavaggio dei seni nasali attraverso la via naturale
22.1,Procedure diagnostiche sui seni nasali
22.11,Biopsia [endoscopica] [agobiopsia] dei seni nasali
22.12,Biopsia a cielo aperto dei seni nasali
22.19,Altre procedure diagnostiche sui seni nasali
22.2,Antrotomia intranasale
22.3,Antrotomia mascellare esterna
22.31,Antrotomia mascellare radicale
22.39,Altra antrotomia mascellare esterna
22.4,Senotomia e senectomia frontale
22.41,Senotomia frontale
22.42,Senectomia frontale
22.5,Altra senotomia nasale
22.50,"Senotomia, SAI"
22.51,Etmoidotomia
22.52,Sfenoidotomia
22.53,Incisione dei seni multipli
22.6,Altra senectomia nasale
22.60,"Senectomia, SAI"
22.61,Asportazione di lesione del seno mascellare secondo Caldwell-Luc
22.62,Asportazione di lesione del seno mascellare con altro approccio
22.63,Etmoidectomia
22.64,Sfenoidectomia
22.7,Riparazione del seno nasale
22.71,Chiusura di fistola del seno nasale
22.79,Altra riparazione del seno nasale
22.9,Altri interventi sui seni nasali
23,Estrazione riparazione di denti
23.0,Estrazione di dente con pinza
23.01,Estrazione di dente deciduo
23.09,Estrazione di altro dente
23.1,Estrazione chirurgica di dente
23.11,Estrazione di radice residua
23.19,Altra estrazione chirurgica di dente
23.2,Riparazione di dente mediante otturazione
23.3,Riparazione di dente mediante intarsio
23.4,Altra riparazione dentaria
23.41,Applicazione di corona
23.42,Inserzione di ponte fisso
23.43,Inserzione di ponte rimovibile
23.49,Altra riparazione dentaria
23.5,Impianto di dente
23.6,Impianto di protesi dentaria
23.7,Apicectomia e terapia canalare
23.70,"Terapia canalare, SAI"
23.71,Terapia canalare con irrigazione
23.72,Terapia canalare con apicectomia
23.73,Apicectomia
24,"Altri interventi su denti, gengive e alveoli"
24.0,Incisione di gengiva o di osso alveolare
24.1,"Procedure diagnostiche su denti, gengive e alveoli"
24.11,Biopsia della gengiva
24.12,Biopsia dell’alveolo
24.19,"Altri procedure sui denti, gengive e alveoli"
24.2,Gengivoplastica
24.3,Altri interventi sulla gengiva
24.31,Asportazione di lesione o tessuto della gengiva
